order_id,tanggal_transaksi,region,sektor_industri,kategori_produk,kuantitas,harga_satuan_idr,total_nilai_deal_idr,status_transaksi,revenue_idr
trx-21963,1/17/2021,sulawesi,logistik & gudang,tractor agrikultur,5,1299530497,6497652485,won (berhasil),6497652485
trx-22069,3/21/2021,kalimantan,pertambangan,tractor agrikultur,4,844954492,3379817968,won (berhasil),3379817968
trx-22638,3/8/2021,papua,pertambangan,tractor agrikultur,3,1079081810,3237245430,won (berhasil),3237245430
trx-21561,11/5/2023,kalimantan,manufaktur,genset (generator set),2,172621205,345242410,lost (gagal),0
trx-22802,9/21/2022,sumatera,perkebunan,forklift,3,437539612,1312618836,won (berhasil),1312618836
trx-21594,3/17/2021,sulawesi,manufaktur,excavator,2,2449244057,4898488114,lost (gagal),0
trx-22562,7/11/2022,sumatera,lainnya,forklift,5,522579818,2612899090,won (berhasil),2612899090
trx-21112,5/12/2023,sulawesi,perkebunan,excavator,1,2223809860,2223809860,won (berhasil),2223809860
trx-21560,2/20/2023,papua,konstruksi,excavator,2,1754195004,3508390008,won (berhasil),3508390008
trx-21223,9/4/2023,jawa,logistik & gudang,excavator,2,2522388810,5044777620,in progress,0
trx-22034,11/16/2023,sulawesi,manufaktur,genset (generator set),5,496191212,2480956060,lost (gagal),0
trx-22798,7/7/2023,sulawesi,logistik & gudang,excavator,2,1518929167,3037858334,won (berhasil),3037858334
trx-21508,3/25/2021,sumatera,pertambangan,forklift,1,351392653,351392653,lost (gagal),0
trx-21104,6/28/2023,jawa,pertambangan,forklift,2,327448984,654897968,lost (gagal),0
trx-20660,9/29/2023,papua,perkebunan,excavator,1,1781681116,1781681116,won (berhasil),1781681116
trx-20338,2/8/2023,kalimantan,pertambangan,tractor agrikultur,3,1195328481,3585985443,won (berhasil),3585985443
trx-20215,10/2/2021,sumatera,perkebunan,forklift,2,312957373,625914746,lost (gagal),0
trx-21615,11/15/2021,sumatera,konstruksi,genset (generator set),4,238141030,952564120,won (berhasil),952564120
trx-22117,3/18/2022,sumatera,perkebunan,genset (generator set),4,451922368,1807689472,won (berhasil),1807689472
trx-22987,2/2/2023,kalimantan,konstruksi,genset (generator set),4,486330222,1945320888,in progress,0
trx-21592,2/2/2023,sulawesi,konstruksi,tractor agrikultur,2,977032572,1954065144,lost (gagal),0
trx-22367,8/22/2022,jawa,logistik & gudang,genset (generator set),2,244586443,489172886,won (berhasil),489172886
trx-22005,8/7/2021,unknown,manufaktur,excavator,2,2771482748,5542965496,won (berhasil),5542965496
trx-22564,8/3/2021,jawa,manufaktur,genset (generator set),4,280640486,1122561944,won (berhasil),1122561944
trx-20816,11/26/2021,jawa,perkebunan,genset (generator set),1,453683420,453683420,won (berhasil),453683420
trx-21067,1/23/2022,sulawesi,logistik & gudang,excavator,1,1679936145,1679936145,won (berhasil),1679936145
trx-22064,2/28/2021,kalimantan,perkebunan,excavator,2,2739722779,5479445558,lost (gagal),0
trx-20274,2/19/2023,sumatera,pertambangan,tractor agrikultur,3,1342054280,4026162840,lost (gagal),0
trx-22281,11/28/2021,jawa,logistik & gudang,excavator,1,2115593565,2115593565,won (berhasil),2115593565
trx-20865,3/26/2022,sumatera,logistik & gudang,genset (generator set),5,422277152,2111385760,lost (gagal),0
trx-20101,1/11/2021,jawa,logistik & gudang,forklift,5,226544319,1132721595,lost (gagal),0
trx-21501,7/22/2021,kalimantan,pertambangan,excavator,2,2593759405,5187518810,won (berhasil),5187518810
trx-22184,2/6/2023,kalimantan,pertambangan,excavator,1,2515756311,2515756311,lost (gagal),0
trx-20171,8/10/2021,sumatera,konstruksi,genset (generator set),4,254307707,1017230828,lost (gagal),0
trx-20107,10/2/2022,sulawesi,pertambangan,forklift,3,420147037,1260441111,won (berhasil),1260441111
trx-21940,2/14/2023,jawa,pertambangan,forklift,3,266864545,800593635,won (berhasil),800593635
trx-21521,11/16/2022,papua,pertambangan,forklift,3,301415886,904247658,lost (gagal),0
trx-22873,10/25/2021,sumatera,perkebunan,genset (generator set),5,326028556,1630142780,won (berhasil),1630142780
trx-22037,11/2/2022,kalimantan,konstruksi,genset (generator set),3,383535809,1150607427,won (berhasil),1150607427
trx-22678,5/12/2023,jawa,konstruksi,excavator,4,1352104561,5408418244,lost (gagal),0
trx-22480,12/21/2022,sumatera,konstruksi,tractor agrikultur,3,1345668927,4037006781,won (berhasil),4037006781
trx-22044,9/22/2023,papua,manufaktur,forklift,1,255245528,255245528,won (berhasil),255245528
trx-22287,3/17/2021,sumatera,perkebunan,tractor agrikultur,5,1246016032,6230080160,won (berhasil),6230080160
trx-22377,11/11/2022,papua,pertambangan,forklift,5,311144919,1555724595,lost (gagal),0
trx-22618,11/11/2022,papua,pertambangan,excavator,2,2174288143,4348576286,lost (gagal),0
trx-22276,4/12/2023,sumatera,perkebunan,excavator,1,2437277307,2437277307,won (berhasil),2437277307
trx-20295,3/9/2021,sulawesi,perkebunan,forklift,2,301876973,603753946,won (berhasil),603753946
trx-20712,11/14/2021,kalimantan,pertambangan,forklift,4,589320399,2357281596,won (berhasil),2357281596
trx-20072,12/27/2023,kalimantan,pertambangan,forklift,2,585966626,1171933252,won (berhasil),1171933252
trx-22033,10/4/2023,sumatera,perkebunan,excavator,1,2970487015,2970487015,lost (gagal),0
trx-22306,6/19/2021,papua,perkebunan,forklift,3,535736277,1607208831,won (berhasil),1607208831
trx-22886,3/2/2021,papua,pertambangan,forklift,1,365917652,365917652,won (berhasil),365917652
trx-22932,11/19/2021,kalimantan,pertambangan,excavator,1,2808342752,2808342752,won (berhasil),2808342752
trx-20481,11/30/2021,papua,pertambangan,genset (generator set),2,438002761,876005522,lost (gagal),0
trx-22984,7/9/2022,sulawesi,konstruksi,excavator,1,2541734127,2541734127,lost (gagal),0
trx-21530,3/20/2023,kalimantan,logistik & gudang,tractor agrikultur,3,1402106603,4206319809,won (berhasil),4206319809
trx-22596,1/18/2021,sumatera,pertambangan,excavator,2,2605444719,5210889438,lost (gagal),0
trx-21514,10/31/2021,sulawesi,pertambangan,excavator,2,2806320730,5612641460,won (berhasil),5612641460
trx-21762,1/20/2023,sumatera,perkebunan,genset (generator set),4,130950895,523803580,lost (gagal),0
trx-21490,1/10/2023,unknown,pertambangan,forklift,2,508512306,1017024612,won (berhasil),1017024612
trx-21171,7/22/2021,papua,manufaktur,forklift,5,395851398,1979256990,won (berhasil),1979256990
trx-22490,1/1/2022,jawa,manufaktur,tractor agrikultur,5,1171013258,5855066290,lost (gagal),0
trx-22023,9/2/2022,kalimantan,konstruksi,forklift,1,313741060,313741060,won (berhasil),313741060
trx-22108,7/30/2022,kalimantan,pertambangan,tractor agrikultur,2,1306998833,2613997666,won (berhasil),2613997666
trx-22251,12/31/2021,sulawesi,logistik & gudang,genset (generator set),2,348511459,697022918,lost (gagal),0
trx-22308,9/19/2021,kalimantan,pertambangan,genset (generator set),4,455686680,1822746720,in progress,0
trx-20405,10/24/2023,sulawesi,pertambangan,forklift,5,493202914,2466014570,lost (gagal),0
trx-20757,8/7/2023,sulawesi,perkebunan,excavator,1,2708341271,2708341271,won (berhasil),2708341271
trx-22329,7/26/2022,papua,logistik & gudang,tractor agrikultur,1,1472289935,1472289935,won (berhasil),1472289935
trx-22219,11/16/2022,jawa,pertambangan,genset (generator set),2,494633045,989266090,won (berhasil),989266090
trx-21957,2/6/2022,jawa,pertambangan,excavator,1,2871253257,2871253257,lost (gagal),0
trx-20097,4/1/2022,kalimantan,pertambangan,tractor agrikultur,2,1269706702,2539413404,won (berhasil),2539413404
trx-21333,9/22/2021,sumatera,manufaktur,forklift,5,515300219,2576501095,lost (gagal),0
trx-22426,10/12/2022,sulawesi,pertambangan,forklift,5,328333510,1641667550,won (berhasil),1641667550
trx-20743,9/9/2022,sulawesi,logistik & gudang,tractor agrikultur,3,1097787185,3293361555,won (berhasil),3293361555
trx-20806,9/23/2022,sumatera,perkebunan,tractor agrikultur,1,834033522,834033522,won (berhasil),834033522
trx-22815,6/30/2021,kalimantan,manufaktur,forklift,3,447472000,1342416000,lost (gagal),0
trx-21977,10/10/2023,sulawesi,logistik & gudang,forklift,2,357015522,714031044,lost (gagal),0
trx-22540,11/11/2022,jawa,konstruksi,genset (generator set),3,425846497,1277539491,won (berhasil),1277539491
trx-21535,7/25/2022,sulawesi,logistik & gudang,excavator,2,2421386428,4842772856,in progress,0
trx-22084,1/29/2022,sumatera,perkebunan,excavator,2,2601852232,5203704464,in progress,0
trx-22140,8/3/2021,sulawesi,manufaktur,genset (generator set),3,196489116,589467348,won (berhasil),589467348
trx-20148,4/22/2021,kalimantan,konstruksi,genset (generator set),1,466000864,466000864,in progress,0
trx-21850,12/2/2021,papua,pertambangan,genset (generator set),5,305394539,1526972695,lost (gagal),0
trx-22087,3/4/2022,sumatera,perkebunan,tractor agrikultur,5,999044796,4995223980,won (berhasil),4995223980
trx-21983,6/17/2022,sumatera,perkebunan,forklift,1,329197902,329197902,won (berhasil),329197902
trx-21315,4/7/2022,jawa,pertambangan,tractor agrikultur,3,933104247,2799312741,won (berhasil),2799312741
trx-20692,4/13/2023,jawa,logistik & gudang,tractor agrikultur,1,1241686925,1241686925,lost (gagal),0
trx-20818,1/16/2023,kalimantan,logistik & gudang,excavator,2,2437123261,4874246522,lost (gagal),0
trx-21728,7/9/2023,sulawesi,konstruksi,forklift,2,348965298,697930596,lost (gagal),0
trx-21386,5/22/2022,sumatera,manufaktur,genset (generator set),4,406025803,1624103212,lost (gagal),0
trx-22318,2/10/2022,jawa,konstruksi,excavator,2,2127899412,4255798824,won (berhasil),4255798824
trx-22090,7/19/2021,sumatera,perkebunan,tractor agrikultur,5,1001965342,5009826710,won (berhasil),5009826710
trx-21599,4/8/2023,sulawesi,pertambangan,tractor agrikultur,5,1093197010,5465985050,lost (gagal),0
trx-22398,12/11/2023,kalimantan,pertambangan,forklift,5,347332541,1736662705,won (berhasil),1736662705
trx-22495,1/19/2021,jawa,konstruksi,forklift,1,359929897,359929897,won (berhasil),359929897
trx-20701,4/8/2021,sumatera,pertambangan,forklift,2,272198765,544397530,lost (gagal),0
trx-21956,4/24/2023,jawa,konstruksi,forklift,2,202786251,405572502,won (berhasil),405572502
trx-22700,8/29/2022,sumatera,perkebunan,excavator,1,2393848618,2393848618,lost (gagal),0
trx-20921,12/12/2023,jawa,konstruksi,forklift,1,507746201,507746201,won (berhasil),507746201
trx-21424,9/10/2022,kalimantan,pertambangan,forklift,3,453743994,1361231982,won (berhasil),1361231982
trx-21708,9/20/2023,kalimantan,pertambangan,genset (generator set),5,291295688,1456478440,lost (gagal),0
trx-20905,4/16/2022,kalimantan,pertambangan,forklift,2,473226794,946453588,won (berhasil),946453588
trx-20454,11/1/2023,papua,konstruksi,genset (generator set),3,301779147,905337441,lost (gagal),0
trx-22116,11/26/2022,unknown,pertambangan,genset (generator set),3,253287905,759863715,won (berhasil),759863715
trx-22315,4/10/2022,papua,konstruksi,forklift,2,486785813,973571626,lost (gagal),0
trx-22341,12/20/2022,jawa,pertambangan,forklift,3,432118225,1296354675,won (berhasil),1296354675
trx-22335,3/5/2021,sulawesi,pertambangan,excavator,1,1549516428,1549516428,lost (gagal),0
trx-20167,10/17/2022,kalimantan,pertambangan,tractor agrikultur,3,813973923,2441921769,won (berhasil),2441921769
trx-20730,7/7/2023,jawa,manufaktur,tractor agrikultur,1,1388000493,1388000493,lost (gagal),0
trx-22384,4/13/2022,jawa,perkebunan,excavator,1,2586204139,2586204139,in progress,0
trx-21310,2/26/2023,sulawesi,pertambangan,forklift,1,277950099,277950099,lost (gagal),0
trx-20026,5/12/2023,unknown,pertambangan,tractor agrikultur,2,994260746,1988521492,lost (gagal),0
trx-22013,12/21/2022,sulawesi,konstruksi,forklift,2,505005976,1010011952,lost (gagal),0
trx-21652,2/19/2021,sulawesi,konstruksi,excavator,1,2626798538,2626798538,won (berhasil),2626798538
trx-21622,2/23/2021,papua,pertambangan,excavator,2,2300607505,4601215010,lost (gagal),0
trx-21401,5/19/2021,sumatera,logistik & gudang,tractor agrikultur,5,955393240,4776966200,won (berhasil),4776966200
trx-20997,1/11/2021,papua,konstruksi,tractor agrikultur,3,1128785951,3386357853,won (berhasil),3386357853
trx-21176,8/15/2021,papua,pertambangan,genset (generator set),5,113506306,567531530,won (berhasil),567531530
trx-21700,4/27/2023,sulawesi,manufaktur,forklift,1,486117313,486117313,won (berhasil),486117313
trx-21040,3/20/2022,jawa,logistik & gudang,tractor agrikultur,2,966961490,1933922980,won (berhasil),1933922980
trx-20033,6/16/2022,jawa,pertambangan,excavator,1,1546307484,1546307484,lost (gagal),0
trx-22292,12/21/2023,jawa,perkebunan,excavator,1,1805397079,1805397079,won (berhasil),1805397079
trx-22405,6/9/2021,papua,konstruksi,forklift,5,360681676,1803408380,won (berhasil),1803408380
trx-21379,7/3/2022,jawa,perkebunan,excavator,2,2346709420,4693418840,won (berhasil),4693418840
trx-20041,4/28/2022,sulawesi,perkebunan,forklift,2,481861285,963722570,lost (gagal),0
trx-21869,3/1/2022,jawa,perkebunan,excavator,2,2715102348,5430204696,won (berhasil),5430204696
trx-22381,5/17/2021,sulawesi,manufaktur,forklift,2,264695017,529390034,lost (gagal),0
trx-22649,2/26/2022,sumatera,pertambangan,tractor agrikultur,2,1117442742,2234885484,won (berhasil),2234885484
trx-22196,10/13/2021,papua,perkebunan,tractor agrikultur,4,1158958180,4635832720,won (berhasil),4635832720
trx-22123,8/10/2022,papua,pertambangan,forklift,3,422383269,1267149807,won (berhasil),1267149807
trx-22194,6/23/2022,sumatera,konstruksi,tractor agrikultur,1,1260526574,1260526574,lost (gagal),0
trx-20609,10/12/2022,jawa,perkebunan,tractor agrikultur,1,1435748334,1435748334,in progress,0
trx-21132,3/6/2022,kalimantan,logistik & gudang,tractor agrikultur,1,882999225,882999225,in progress,0
trx-20028,6/6/2023,jawa,konstruksi,forklift,4,435906902,1743627608,lost (gagal),0
trx-20441,11/26/2023,jawa,konstruksi,tractor agrikultur,5,1128550047,5642750235,won (berhasil),5642750235
trx-22025,8/24/2022,papua,pertambangan,excavator,2,2245171212,4490342424,lost (gagal),0
trx-22195,10/9/2021,sulawesi,pertambangan,tractor agrikultur,3,1040516294,3121548882,won (berhasil),3121548882
trx-20493,3/3/2023,jawa,perkebunan,genset (generator set),5,128235202,641176010,won (berhasil),641176010
trx-21258,7/30/2021,sumatera,perkebunan,forklift,4,466224216,1864896864,won (berhasil),1864896864
trx-21301,6/28/2023,sumatera,manufaktur,forklift,4,583461928,2333847712,won (berhasil),2333847712
trx-22581,10/27/2023,sumatera,perkebunan,forklift,5,249221049,1246105245,won (berhasil),1246105245
trx-22402,5/15/2021,jawa,pertambangan,excavator,2,1781435834,3562871668,won (berhasil),3562871668
trx-21382,11/6/2021,kalimantan,pertambangan,tractor agrikultur,5,860697079,4303485395,won (berhasil),4303485395
trx-21304,2/25/2022,sumatera,perkebunan,forklift,4,434210256,1736841024,won (berhasil),1736841024
trx-20236,3/1/2022,jawa,manufaktur,forklift,1,429429309,429429309,won (berhasil),429429309
trx-20551,11/14/2023,kalimantan,pertambangan,forklift,4,491556732,1966226928,in progress,0
trx-20520,11/28/2023,sulawesi,logistik & gudang,genset (generator set),1,352115493,352115493,won (berhasil),352115493
trx-22252,4/30/2021,sumatera,perkebunan,forklift,5,284232247,1421161235,won (berhasil),1421161235
trx-21232,2/9/2021,kalimantan,pertambangan,forklift,1,382638814,382638814,won (berhasil),382638814
trx-21138,10/23/2022,sumatera,manufaktur,genset (generator set),1,437724366,437724366,won (berhasil),437724366
trx-20720,9/8/2021,jawa,pertambangan,excavator,2,2156570976,4313141952,won (berhasil),4313141952
trx-20735,4/28/2021,kalimantan,pertambangan,forklift,4,490567315,1962269260,won (berhasil),1962269260
trx-22697,12/24/2021,sulawesi,perkebunan,genset (generator set),3,352404643,1057213929,in progress,0
trx-21750,1/14/2023,sumatera,perkebunan,genset (generator set),1,409324942,409324942,won (berhasil),409324942
trx-20058,11/25/2023,kalimantan,konstruksi,tractor agrikultur,3,1153923236,3461769708,won (berhasil),3461769708
trx-20631,8/26/2021,papua,pertambangan,excavator,1,1883906081,1883906081,in progress,0
trx-21181,1/15/2022,sulawesi,logistik & gudang,excavator,2,2188894859,4377789718,won (berhasil),4377789718
trx-22238,4/27/2021,papua,konstruksi,excavator,2,2820915109,5641830218,lost (gagal),0
trx-20592,11/22/2023,papua,konstruksi,forklift,2,509580953,1019161906,in progress,0
trx-21303,8/6/2023,sumatera,perkebunan,forklift,2,539640380,1079280760,won (berhasil),1079280760
trx-21387,9/18/2022,sumatera,manufaktur,tractor agrikultur,3,878079561,2634238683,won (berhasil),2634238683
trx-22659,12/11/2022,jawa,logistik & gudang,forklift,4,284244311,1136977244,won (berhasil),1136977244
trx-22674,10/8/2022,sumatera,konstruksi,excavator,1,2468612590,2468612590,won (berhasil),2468612590
trx-22900,4/21/2022,sulawesi,manufaktur,forklift,2,204661036,409322072,won (berhasil),409322072
trx-20939,11/17/2023,jawa,logistik & gudang,genset (generator set),5,219900076,1099500380,won (berhasil),1099500380
trx-22835,3/22/2021,papua,perkebunan,excavator,1,2036793010,2036793010,won (berhasil),2036793010
trx-21249,5/30/2023,sulawesi,logistik & gudang,excavator,2,2970309962,5940619924,in progress,0
trx-20904,4/28/2021,sumatera,pertambangan,genset (generator set),2,456603673,913207346,won (berhasil),913207346
trx-22586,11/17/2023,sumatera,manufaktur,excavator,1,1557350838,1557350838,won (berhasil),1557350838
trx-21279,7/22/2023,kalimantan,logistik & gudang,genset (generator set),2,159391273,318782546,lost (gagal),0
trx-22439,12/24/2023,kalimantan,pertambangan,genset (generator set),4,194844920,779379680,lost (gagal),0
trx-22926,1/30/2022,papua,konstruksi,excavator,2,1686692823,3373385646,lost (gagal),0
trx-22161,2/1/2021,jawa,perkebunan,genset (generator set),5,478845561,2394227805,in progress,0
trx-22424,1/8/2022,sumatera,konstruksi,excavator,2,2344614709,4689229418,won (berhasil),4689229418
trx-22503,11/18/2021,sulawesi,manufaktur,forklift,3,407549723,1222649169,lost (gagal),0
trx-21142,12/20/2023,papua,pertambangan,tractor agrikultur,1,1365820464,1365820464,lost (gagal),0
trx-22418,11/22/2021,sumatera,pertambangan,forklift,3,474068526,1422205578,lost (gagal),0
trx-20706,11/21/2023,sumatera,perkebunan,genset (generator set),4,326103433,1304413732,won (berhasil),1304413732
trx-22685,9/13/2022,jawa,perkebunan,excavator,1,2184060388,2184060388,won (berhasil),2184060388
trx-21022,12/5/2022,papua,pertambangan,forklift,2,106223605,212447210,won (berhasil),212447210
trx-20745,8/4/2023,sumatera,perkebunan,forklift,3,224437454,673312362,won (berhasil),673312362
trx-21546,12/14/2022,sumatera,perkebunan,tractor agrikultur,5,833135812,4165679060,lost (gagal),0
trx-22394,11/7/2023,papua,perkebunan,tractor agrikultur,5,907927674,4539638370,won (berhasil),4539638370
trx-22080,11/3/2022,papua,pertambangan,excavator,1,1727942624,1727942624,won (berhasil),1727942624
trx-20513,9/30/2022,sulawesi,perkebunan,genset (generator set),3,136486271,409458813,won (berhasil),409458813
trx-20081,8/20/2022,jawa,perkebunan,excavator,2,1552437301,3104874602,in progress,0
trx-22705,8/15/2023,kalimantan,konstruksi,genset (generator set),4,303349509,1213398036,won (berhasil),1213398036
trx-21308,10/12/2022,papua,pertambangan,excavator,2,1944642631,3889285262,won (berhasil),3889285262
trx-22535,9/10/2021,sumatera,manufaktur,excavator,2,2685866503,5371733006,lost (gagal),0
trx-20914,12/20/2021,sumatera,pertambangan,genset (generator set),1,208137264,208137264,lost (gagal),0
trx-21404,2/27/2022,sulawesi,logistik & gudang,tractor agrikultur,4,1147730901,4590923604,won (berhasil),4590923604
trx-21647,3/29/2022,papua,pertambangan,forklift,5,464114268,2320571340,lost (gagal),0
trx-22805,1/30/2021,papua,konstruksi,genset (generator set),5,422204829,2111024145,won (berhasil),2111024145
trx-21108,3/28/2022,kalimantan,konstruksi,excavator,2,2023293791,4046587582,won (berhasil),4046587582
trx-20150,4/12/2021,papua,konstruksi,excavator,2,2372336437,4744672874,lost (gagal),0
trx-22771,2/16/2022,sulawesi,manufaktur,genset (generator set),2,210980640,421961280,in progress,0
trx-20774,11/22/2022,kalimantan,konstruksi,excavator,1,1731614410,1731614410,won (berhasil),1731614410
trx-20329,6/9/2023,sulawesi,pertambangan,forklift,3,344074534,1032223602,won (berhasil),1032223602
trx-20006,2/13/2022,papua,perkebunan,tractor agrikultur,3,980852445,2942557335,lost (gagal),0
trx-20943,12/31/2023,jawa,pertambangan,tractor agrikultur,2,1023271335,2046542670,lost (gagal),0
trx-20822,3/30/2023,kalimantan,perkebunan,forklift,3,372826810,1118480430,lost (gagal),0
trx-20734,7/14/2023,papua,pertambangan,genset (generator set),3,162593751,487781253,lost (gagal),0
trx-20909,2/1/2023,papua,pertambangan,tractor agrikultur,2,916286762,1832573524,won (berhasil),1832573524
trx-20468,10/5/2022,sulawesi,logistik & gudang,genset (generator set),4,452078931,1808315724,won (berhasil),1808315724
trx-20181,2/12/2021,sulawesi,pertambangan,forklift,3,405659694,1216979082,won (berhasil),1216979082
trx-20164,2/20/2023,kalimantan,logistik & gudang,excavator,1,1764411140,1764411140,won (berhasil),1764411140
trx-21523,10/4/2023,papua,manufaktur,tractor agrikultur,1,969186598,969186598,lost (gagal),0
trx-20451,4/25/2022,sulawesi,pertambangan,tractor agrikultur,3,1174744243,3524232729,won (berhasil),3524232729
trx-20490,1/3/2022,kalimantan,pertambangan,genset (generator set),2,407198635,814397270,won (berhasil),814397270
trx-20813,7/2/2022,jawa,pertambangan,forklift,4,242489014,969956056,won (berhasil),969956056
trx-21143,8/23/2022,jawa,konstruksi,forklift,3,567698762,1703096286,in progress,0
trx-21311,6/12/2022,papua,manufaktur,excavator,2,1714208111,3428416222,won (berhasil),3428416222
trx-22897,1/12/2021,sulawesi,lainnya,excavator,2,2899986209,5799972418,won (berhasil),5799972418
trx-21111,2/7/2023,kalimantan,lainnya,forklift,3,372277781,1116833343,lost (gagal),0
trx-22901,2/7/2023,sulawesi,konstruksi,excavator,2,1823802459,3647604918,won (berhasil),3647604918
trx-21826,8/15/2022,sulawesi,pertambangan,forklift,1,402581175,402581175,won (berhasil),402581175
trx-21441,1/31/2023,sulawesi,perkebunan,tractor agrikultur,5,1445106022,7225530110,won (berhasil),7225530110
trx-22713,7/16/2021,jawa,perkebunan,tractor agrikultur,2,1027374945,2054749890,won (berhasil),2054749890
trx-21006,10/2/2022,kalimantan,pertambangan,genset (generator set),5,392654302,1963271510,lost (gagal),0
trx-21627,3/18/2022,papua,pertambangan,tractor agrikultur,1,1237477217,1237477217,in progress,0
trx-21632,9/26/2021,sumatera,pertambangan,tractor agrikultur,1,1134053376,1134053376,lost (gagal),0
trx-21074,10/2/2022,papua,pertambangan,genset (generator set),1,386613381,386613381,lost (gagal),0
trx-20578,9/26/2023,jawa,perkebunan,forklift,1,550195415,550195415,won (berhasil),550195415
trx-22136,8/25/2022,sulawesi,konstruksi,excavator,2,214016333,428032666,won (berhasil),428032666
trx-22382,12/27/2023,papua,pertambangan,excavator,2,2319543068,4639086136,won (berhasil),4639086136
trx-22701,12/22/2021,jawa,perkebunan,excavator,1,2557303402,2557303402,lost (gagal),0
trx-22339,9/20/2022,kalimantan,pertambangan,excavator,2,2615482990,5230965980,won (berhasil),5230965980
trx-20327,12/3/2023,kalimantan,konstruksi,genset (generator set),1,478642639,478642639,won (berhasil),478642639
trx-21790,10/29/2022,sumatera,perkebunan,excavator,2,1862328475,3724656950,lost (gagal),0
trx-20442,5/16/2023,sulawesi,manufaktur,excavator,1,2457953308,2457953308,lost (gagal),0
trx-21858,1/1/2024,sumatera,logistik & gudang,tractor agrikultur,5,820722466,4103612330,won (berhasil),4103612330
trx-22717,8/19/2023,sumatera,perkebunan,genset (generator set),2,208095877,416191754,won (berhasil),416191754
trx-20312,8/2/2021,kalimantan,manufaktur,excavator,2,1574851967,3149703934,won (berhasil),3149703934
trx-20832,8/16/2023,sulawesi,perkebunan,forklift,5,323439208,1617196040,won (berhasil),1617196040
trx-22411,6/6/2022,papua,pertambangan,excavator,1,2897342542,2897342542,lost (gagal),0
trx-22138,1/5/2023,sulawesi,konstruksi,forklift,2,514421168,1028842336,won (berhasil),1028842336
trx-21414,9/27/2022,papua,perkebunan,forklift,3,281315977,843947931,lost (gagal),0
trx-21201,11/13/2022,jawa,pertambangan,tractor agrikultur,3,1437004557,4311013671,won (berhasil),4311013671
trx-22351,2/10/2021,sulawesi,manufaktur,forklift,2,201889433,403778866,won (berhasil),403778866
trx-21499,11/8/2021,sumatera,perkebunan,genset (generator set),2,214950136,429900272,won (berhasil),429900272
trx-21967,5/8/2022,papua,pertambangan,forklift,4,202676638,810706552,lost (gagal),0
trx-20086,2/23/2021,kalimantan,konstruksi,excavator,2,2251777622,4503555244,won (berhasil),4503555244
trx-21403,11/22/2023,jawa,konstruksi,genset (generator set),5,396889689,1984448445,won (berhasil),1984448445
trx-22973,9/2/2022,papua,perkebunan,genset (generator set),4,246247715,984990860,won (berhasil),984990860
trx-22360,7/31/2022,jawa,konstruksi,forklift,1,447333148,447333148,won (berhasil),447333148
trx-21481,5/26/2023,sumatera,perkebunan,genset (generator set),5,388697267,1943486335,in progress,0
trx-20777,7/12/2021,kalimantan,konstruksi,forklift,2,523933619,1047867238,won (berhasil),1047867238
trx-20799,2/18/2023,sulawesi,manufaktur,tractor agrikultur,2,885785810,1771571620,won (berhasil),1771571620
trx-21666,1/12/2021,jawa,konstruksi,genset (generator set),1,420190203,420190203,won (berhasil),420190203
trx-21894,2/3/2021,kalimantan,perkebunan,forklift,3,267596217,802788651,won (berhasil),802788651
trx-20054,6/23/2023,sumatera,manufaktur,genset (generator set),5,256916102,1284580510,in progress,0
trx-22399,9/18/2022,sumatera,pertambangan,forklift,4,218598183,874392732,won (berhasil),874392732
trx-21287,8/28/2021,papua,pertambangan,genset (generator set),4,187047330,748189320,lost (gagal),0
trx-21920,7/5/2022,jawa,pertambangan,forklift,5,420738586,2103692930,won (berhasil),2103692930
trx-21667,5/9/2021,jawa,manufaktur,genset (generator set),4,325799225,1303196900,lost (gagal),0
trx-22629,9/29/2023,sumatera,perkebunan,forklift,2,480134059,960268118,lost (gagal),0
trx-22189,11/15/2021,papua,pertambangan,forklift,1,279604683,279604683,won (berhasil),279604683
trx-21701,4/8/2022,kalimantan,pertambangan,tractor agrikultur,2,1349643917,2699287834,lost (gagal),0
trx-21245,7/5/2022,papua,konstruksi,genset (generator set),4,135942820,543771280,won (berhasil),543771280
trx-20113,5/26/2022,papua,logistik & gudang,forklift,5,581110449,2905552245,lost (gagal),0
trx-20987,8/25/2021,papua,pertambangan,excavator,1,2612185952,2612185952,won (berhasil),2612185952
trx-20501,9/25/2023,papua,pertambangan,excavator,2,1713592054,3427184108,won (berhasil),3427184108
trx-22187,4/8/2023,sumatera,perkebunan,forklift,3,423046611,1269139833,won (berhasil),1269139833
trx-21009,12/16/2022,kalimantan,pertambangan,forklift,5,509648280,2548241400,won (berhasil),2548241400
trx-21198,11/20/2022,sumatera,perkebunan,genset (generator set),5,450650037,2253250185,in progress,0
trx-21394,6/26/2023,unknown,konstruksi,excavator,2,2616269438,5232538876,won (berhasil),5232538876
trx-20589,11/1/2022,papua,lainnya,excavator,1,2958109142,2958109142,won (berhasil),2958109142
trx-20768,6/2/2021,sulawesi,manufaktur,forklift,1,264790245,264790245,won (berhasil),264790245
trx-20017,11/2/2021,sulawesi,pertambangan,tractor agrikultur,4,1214612871,4858451484,lost (gagal),0
trx-21042,2/23/2022,jawa,perkebunan,tractor agrikultur,3,1214931310,3644793930,won (berhasil),3644793930
trx-21447,7/2/2023,sumatera,perkebunan,genset (generator set),2,104722946,209445892,in progress,0
