Order_ID,Tanggal_Transaksi,Region,Sektor_Industri,Kategori_Produk,Kuantitas,Harga_Satuan_IDR,Total_Nilai_Deal_IDR,Status_Transaksi,Revenue_IDR
TRX-22034,2023-11-16,Sulawesi,Manufaktur,Genset (Generator Set),5,496191212,2480956060,Lost (Gagal),0
TRX-21073,2023-02-16,Papua,Logistik & Gudang,Forklift,5,325033259,1625166295,Lost (Gagal),0
TRX-22798,2023-07-07,Sulawesi,Logistik & Gudang,Excavator,2,1518929167,3037858334,Won (Berhasil),3037858334
TRX-21508,2021-03-25,Sumatera,Pertambangan,Forklift,1,351392653,351392653,Lost (Gagal),0
TRX-21104,2023-06-28,Jawa,Pertambangan,Forklift,2,327448984,654897968,Lost (Gagal),0
TRX-20660,2023-09-29,Papua,Perkebunan,Excavator,1,1781681116,1781681116,Won (Berhasil),1781681116
TRX-20338,2023-02-08,Kalimantan,Pertambangan,Tractor Agrikultur,3,1195328481,3585985443,Won (Berhasil),3585985443
TRX-20215,2021-10-02,Sumatera,Perkebunan,Forklift,2,312957373,625914746,Lost (Gagal),0
TRX-21615,2021-11-15,Sumatera,Konstruksi,Genset (Generator Set),4,238141030,952564120,Won (Berhasil),952564120
TRX-22117,2022-03-18,Sumatera,Perkebunan,Genset (Generator Set),4,451922368,1807689472,Won (Berhasil),1807689472
TRX-22987,2023-02-02,Kalimantan,Konstruksi,Genset (Generator Set),4,486330222,1945320888,In Progress,0
TRX-22851,2022-08-23,Papua,Manufaktur,Excavator,1,2214725279,2214725279,Won (Berhasil),2214725279
TRX-21592,2023-02-02,Sulawesi,Konstruksi,Tractor Agrikultur,2,977032572,1954065144,Lost (Gagal),0
TRX-22367,2022-08-22,Jawa,Logistik & Gudang,Genset (Generator Set),2,244586443,489172886,Won (Berhasil),489172886
TRX-22005,2021-08-07,,Manufaktur,Excavator,2,2771482748,5542965496,Won (Berhasil),5542965496
TRX-22564,2021-08-03,Jawa,Manufaktur,Genset (Generator Set),4,280640486,1122561944,Won (Berhasil),1122561944
TRX-20816,2021-11-26,Jawa,Perkebunan,Genset (Generator Set),1,453683420,453683420,Won (Berhasil),453683420
TRX-21067,2022-01-23,Sulawesi,Logistik & Gudang,Excavator,1,1679936145,1679936145,Won (Berhasil),1679936145
TRX-22064,2021-02-28,Kalimantan,Perkebunan,Excavator,2,2739722779,5479445558,Lost (Gagal),0
TRX-20274,2023-02-19,Sumatera,Pertambangan,Tractor Agrikultur,3,1342054280,4026162840,Lost (Gagal),0
TRX-22281,2021-11-28,Jawa,Logistik & Gudang,Excavator,1,2115593565,2115593565,Won (Berhasil),2115593565
TRX-20865,2022-03-26,Sumatera,Logistik & Gudang,Genset (Generator Set),5,422277152,2111385760,Lost (Gagal),0
TRX-20101,2021-01-11,Jawa,Logistik & Gudang,Forklift,5,226544319,1132721595,Lost (Gagal),0
TRX-21501,2021-07-22,Kalimantan,Pertambangan,Excavator,2,2593759405,5187518810,Won (Berhasil),5187518810
TRX-22184,2023-02-06,Kalimantan,Pertambangan,Excavator,1,2515756311,2515756311,Lost (Gagal),0
TRX-20171,2021-08-10,Sumatera,Konstruksi,Genset (Generator Set),4,254307707,1017230828,Lost (Gagal),0
TRX-20107,2022-10-02,Sulawesi,Pertambangan,Forklift,3,420147037,1260441111,Won (Berhasil),1260441111
TRX-21940,2023-02-14,Jawa,Pertambangan,Forklift,3,266864545,800593635,Won (Berhasil),800593635
TRX-21521,2022-11-16,Papua,Pertambangan,Forklift,3,301415886,904247658,Lost (Gagal),0
TRX-20322,2022-11-25,Sulawesi,Konstruksi,Excavator,1,2511816241,2511816241,Won (Berhasil),2511816241
TRX-22873,2021-10-25,Sumatera,Perkebunan,Genset (Generator Set),5,326028556,1630142780,Won (Berhasil),1630142780
TRX-22037,2022-11-02,Kalimantan,Konstruksi,Genset (Generator Set),3,383535809,1150607427,Won (Berhasil),1150607427
TRX-22678,2023-05-12,Jawa,Konstruksi,Ekskavator,4,1352104561,5408418244,Lost (Gagal),0
TRX-22480,2022-12-21,Sumatera,Konstruksi,Tractor Agrikultur,3,1345668927,4037006781,Won (Berhasil),4037006781
TRX-22044,2023-09-22,Papua,Manufaktur,Forklift,1,255245528,255245528,Won (Berhasil),255245528
TRX-22287,2021-03-17,Sumatera,Perkebunan,Tractor Agrikultur,5,1246016032,6230080160,Won (Berhasil),6230080160
TRX-22377,2022-11-11,Papua,Pertambangan,Forklift,5,311144919,1555724595,Lost (Gagal),0
TRX-22618,2022-11-11,Papua,Pertambangan,Excavator,2,2174288143,4348576286,Lost (Gagal),0
TRX-22276,2023-04-12,Sumatera,Perkebunan,Excavator,1,2437277307,2437277307,Won (Berhasil),2437277307
TRX-20295,2021-03-09,Sulawesi,Perkebunan,Forklift,2,301876973,603753946,Won (Berhasil),603753946
TRX-20712,2021-11-14,Kalimantan,Pertambangan,Forklift,4,589320399,2357281596,Won (Berhasil),2357281596
TRX-20072,2023-12-27,Kalimantan,Pertambangan,Forklift,2,585966626,1171933252,Won (Berhasil),1171933252
TRX-22033,2023-10-04,Sumatera,Perkebunan,Excavator,1,2970487015,2970487015,Lost (Gagal),0
TRX-22306,2021-06-19,Papua,Perkebunan,Forklift,3,535736277,1607208831,Won (Berhasil),1607208831
TRX-22886,2021-03-02,Papua,Pertambangan,Forklift,1,365917652,365917652,Won (Berhasil),365917652
TRX-22932,2021-11-19,Kalimantan,Pertambangan,Excavator,1,2808342752,2808342752,Won (Berhasil),2808342752
TRX-20481,2021-11-30,Papua,Pertambangan,Genset (Generator Set),2,438002761,876005522,Lost (Gagal),0
TRX-22984,2022-07-09,Sulawesi,Konstruksi,Excavator,1,2541734127,2541734127,Lost (Gagal),0
TRX-21530,2023-03-20,Kalimantan,Logistik & Gudang,Tractor Agrikultur,3,1402106603,4206319809,Won (Berhasil),4206319809
TRX-22596,2021-01-18,Sumatera,Pertambangan,Excavator,2,2605444719,5210889438,Lost (Gagal),0
TRX-21514,2021-10-31,Sulawesi,Pertambangan,Excavator,2,2806320730,5612641460,Won (Berhasil),5612641460
TRX-20408,2021-09-08,Papua,Pertambangan,Genset (Generator Set),1,161879239,161879239,Won (Berhasil),161879239
TRX-21762,2023-01-20,Sumatera,Perkebunan,Genset (Generator Set),4,130950895,523803580,Lost (Gagal),0
TRX-21490,2023-01-10,,Pertambangan,Forklift,2,508512306,1017024612,Won (Berhasil),1017024612
TRX-21171,2021-07-22,Papua,Manufaktur,Forklift,5,395851398,1979256990,Won (Berhasil),1979256990
TRX-22490,2022-01-01,Jawa,Manufaktur,Tractor Agrikultur,5,1171013258,5855066290,Lost (Gagal),0
TRX-22023,2022-09-02,Kalimantan,Konstruksi,Forklift,1,313741060,313741060,Won (Berhasil),313741060
TRX-22108,2022-07-30,Kalimantan,Pertambangan,Tractor Agrikultur,2,1306998833,2613997666,Won (Berhasil),2613997666
TRX-22251,2021-12-31,Sulawesi,Logistik & Gudang,Genset (Generator Set),2,348511459,697022918,Lost (Gagal),0
TRX-22308,2021-09-19,Kalimantan,Pertambangan,Genset (Generator Set),4,455686680,1822746720,In Progress,0
TRX-20405,2023-10-24,Sulawesi,Pertambangan,Forklift,5,493202914,2466014570,Lost (Gagal),0
TRX-20757,2023-08-07,Sulawesi,Perkebunan,Excavator,1,2708341271,2708341271,Won (Berhasil),2708341271
TRX-22329,2022-07-26,Papua,Logistik & Gudang,Tractor Agrikultur,1,1472289935,1472289935,Won (Berhasil),1472289935
TRX-22219,2022-11-16,Jawa,Pertambangan,Genset (Generator Set),2,494633045,989266090,Won (Berhasil),989266090
TRX-21957,2022-02-06,Jawa,Pertambangan,Excavator,1,2871253257,2871253257,Lost (Gagal),0
TRX-20097,2022-04-01,Kalimantan,Pertambangan,Tractor Agrikultur,2,1269706702,2539413404,Won (Berhasil),2539413404
TRX-21333,2021-09-22,Sumatera,Manufaktur,Forklift,5,515300219,2576501095,Lost (Gagal),0
TRX-22426,2022-10-12,Sulawesi,Pertambangan,Forklift,5,328333510,1641667550,Won (Berhasil),1641667550
TRX-20743,2022-09-09,Sulawesi,Logistik & Gudang,Tractor Agrikultur,3,1097787185,3293361555,Won (Berhasil),3293361555
TRX-20806,2022-09-23,Sumatera,Perkebunan,Tractor Agrikultur,1,834033522,834033522,Won (Berhasil),834033522
TRX-22815,2021-06-30,Kalimantan,Manufaktur,Forklift,3,447472000,1342416000,Lost (Gagal),0
TRX-21977,2023-10-10,Sulawesi,Logistik & Gudang,Forklift,2,357015522,714031044,Lost (Gagal),0
TRX-22540,2022-11-11,Jawa,Konstruksi,Genset (Generator Set),3,425846497,1277539491,Won (Berhasil),1277539491
TRX-21535,2022-07-25,Sulawesi,Logistik & Gudang,Excavator,2,2421386428,4842772856,In Progress,0
TRX-22084,2022-01-29,Sumatera,Perkebunan,Excavator,2,2601852232,5203704464,In Progress,0
TRX-22140,2021-08-03,Sulawesi,Manufaktur,Genset (Generator Set),3,196489116,589467348,Won (Berhasil),589467348
TRX-20148,2021-04-22,Kalimantan,Konstruksi,Genset (Generator Set),1,466000864,466000864,In Progress,0
TRX-21850,2021-12-02,Papua,Pertambangan,Genset (Generator Set),5,305394539,1526972695,Lost (Gagal),0
TRX-22087,2022-03-04,Sumatera,Perkebunan,Tractor Agrikultur,5,999044796,4995223980,Won (Berhasil),4995223980
TRX-21983,2022-06-17,Sumatera,Perkebunan,Forklift,1,329197902,329197902,Won (Berhasil),329197902
TRX-21315,2022-04-07,Jawa,Pertambangan,Tractor Agrikultur,3,933104247,2799312741,Won (Berhasil),2799312741
TRX-20692,2023-04-13,Jawa,Logistik & Gudang,Tractor Agrikultur,1,1241686925,1241686925,Lost (Gagal),0
TRX-20818,2023-01-16,Kalimantan,Logistik & Gudang,Excavator,2,2437123261,4874246522,Lost (Gagal),0
TRX-21728,2023-07-09,Sulawesi,Konstruksi,Forklift,2,348965298,697930596,Lost (Gagal),0
TRX-21386,2022-05-22,Sumatera,Manufaktur,Genset (Generator Set),4,406025803,1624103212,Lost (Gagal),0
TRX-22318,2022-02-10,Jawa,Konstruksi,Excavator,2,2127899412,4255798824,Won (Berhasil),4255798824
TRX-22090,2021-07-19,Sumatera,Perkebunan,Tractor Agrikultur,5,1001965342,5009826710,Won (Berhasil),5009826710
TRX-21599,2023-04-08,Sulawesi,Pertambangan,Tractor Agrikultur,5,1093197010,5465985050,Lost (Gagal),0
TRX-22398,2023-12-11,Kalimantan,Pertambangan,Forklift,5,347332541,1736662705,Won (Berhasil),1736662705
TRX-22495,2021-01-19,Jawa,Konstruksi,Forklift,1,359929897,359929897,Won (Berhasil),359929897
TRX-20701,2021-04-08,Sumatera,Pertambangan,Forklift,2,272198765,544397530,Lost (Gagal),0
TRX-21956,2023-04-24,Jawa,Konstruksi,Forklift,2,202786251,405572502,Won (Berhasil),405572502
TRX-22700,2022-08-29,Sumatera,Perkebunan,Excavator,1,2393848618,2393848618,Lost (Gagal),0
TRX-20921,2023-12-12,Jawa,Konstruksi,Forklift,1,507746201,507746201,Won (Berhasil),507746201
TRX-21424,2022-09-10,Kalimantan,Pertambangan,Forklift,3,453743994,1361231982,Won (Berhasil),1361231982
TRX-21708,2023-09-20,Kalimantan,Pertambangan,Genset (Generator Set),5,291295688,1456478440,Lost (Gagal),0
TRX-20905,2022-04-16,Kalimantan,Pertambangan,Forklift,2,473226794,946453588,Won (Berhasil),946453588
TRX-20454,2023-11-01,Papua,Konstruksi,Genset (Generator Set),3,301779147,905337441,Lost (Gagal),0
TRX-22116,2022-11-26,,Pertambangan,Genset (Generator Set),3,253287905,759863715,Won (Berhasil),759863715
TRX-22315,2022-04-10,Papua,Konstruksi,Forklift,2,486785813,973571626,Lost (Gagal),0
TRX-22341,2022-12-20,Jawa,Pertambangan,Forklift,3,432118225,1296354675,Won (Berhasil),1296354675
TRX-22335,2021-03-05,Sulawesi,Pertambangan,Excavator,1,1549516428,1549516428,Lost (Gagal),0
TRX-20167,2022-10-17,Kalimantan,Pertambangan,Tractor Agrikultur,3,813973923,2441921769,Won (Berhasil),2441921769
TRX-20730,2023-07-07,Jawa,Manufaktur,Tractor Agrikultur,1,1388000493,1388000493,Lost (Gagal),0
TRX-22384,2022-04-13,Jawa,Perkebunan,Excavator,1,2586204139,2586204139,In Progress,0
TRX-21310,2023-02-26,Sulawesi,Pertambangan,Forklift,1,277950099,277950099,Lost (Gagal),0
TRX-20026,2023-05-12,,Pertambangan,Tractor Agrikultur,2,994260746,1988521492,Lost (Gagal),0
TRX-22013,2022-12-21,Sulawesi,Konstruksi,Forklift,2,505005976,1010011952,Lost (Gagal),0
TRX-21652,2021-02-19,Sulawesi,Konstruksi,Excavator,1,2626798538,2626798538,Won (Berhasil),2626798538
TRX-21622,2021-02-23,Papua,Pertambangan,Excavator,2,2300607505,4601215010,Lost (Gagal),0
TRX-20587,2022-06-21,Sulawesi,Konstruksi,Genset (Generator Set),3,0,0,In Progress,0
TRX-21401,2021-05-19,Sumatera,Logistik & Gudang,Tractor Agrikultur,5,955393240,4776966200,Won (Berhasil),4776966200
TRX-20997,2021-01-11,Papua,Konstruksi,Tractor Agrikultur,3,1128785951,3386357853,Won (Berhasil),3386357853
TRX-21176,2021-08-15,Papua,Pertambangan,Genset (Generator Set),5,113506306,567531530,Won (Berhasil),567531530
TRX-21700,2023-04-27,Sulawesi,Manufaktur,Forklift,1,486117313,486117313,Won (Berhasil),486117313
TRX-21040,2022-03-20,Jawa,Logistik & Gudang,Tractor Agrikultur,2,966961490,1933922980,Won (Berhasil),1933922980
TRX-20033,2022-06-16,Jawa,Pertambangan,Excavator,1,1546307484,1546307484,Lost (Gagal),0
TRX-22292,2023-12-21,Jawa,Perkebunan,Excavator,1,1805397079,1805397079,Won (Berhasil),1805397079
TRX-22405,2021-06-09,Papua,Konstruksi,Forklift,5,360681676,1803408380,Won (Berhasil),1803408380
TRX-21379,2022-07-03,Jawa,Perkebunan,Excavator,2,2346709420,4693418840,Won (Berhasil),4693418840
TRX-20041,2022-04-28,Sulawesi,Perkebunan,Forklift,2,481861285,963722570,Lost (Gagal),0
TRX-21869,2022-03-01,Jawa,Perkebunan,Excavator,2,2715102348,5430204696,Won (Berhasil),5430204696
TRX-22381,2021-05-17,Sulawesi,Manufaktur,Forklift,2,264695017,529390034,Lost (Gagal),0
TRX-22649,2022-02-26,Sumatera,Pertambangan,Tractor Agrikultur,2,1117442742,2234885484,Won (Berhasil),2234885484
TRX-22196,2021-10-13,Papua,Perkebunan,Tractor Agrikultur,4,1158958180,4635832720,Won (Berhasil),4635832720
TRX-22123,2022-08-10,Papua,Pertambangan,Forklift,3,422383269,1267149807,Won (Berhasil),1267149807
TRX-22194,2022-06-23,Sumatera,Konstruksi,Tractor Agrikultur,1,1260526574,1260526574,Lost (Gagal),0
TRX-20609,2022-10-12,Jawa,Perkebunan,Tractor Agrikultur,1,1435748334,1435748334,In Progress,0
TRX-21132,2022-03-06,Kalimantan,Logistik & Gudang,Tractor Agrikultur,1,882999225,882999225,In Progress,0
TRX-20028,2023-06-06,Jawa,Konstruksi,Forklift,4,435906902,1743627608,Lost (Gagal),0
TRX-20441,2023-11-26,Jawa,Konstruksi,Tractor Agrikultur,5,1128550047,5642750235,Won (Berhasil),5642750235
TRX-22025,2022-08-24,Papua,Pertambangan,Excavator,2,2245171212,4490342424,Lost (Gagal),0
TRX-22195,2021-10-09,Sulawesi,Pertambangan,Tractor Agrikultur,3,1040516294,3121548882,Won (Berhasil),3121548882
TRX-20493,2023-03-03,Jawa,Perkebunan,Genset (Generator Set),5,128235202,641176010,Won (Berhasil),641176010
TRX-21258,2021-07-30,Sumatera,Perkebunan,Forklift,4,466224216,1864896864,Won (Berhasil),1864896864
TRX-21301,2023-06-28,Sumatera,Manufaktur,Forklift,4,583461928,2333847712,Won (Berhasil),2333847712
TRX-22581,2023-10-27,Sumatera,Perkebunan,Forklift,5,249221049,1246105245,Won (Berhasil),1246105245
TRX-22402,2021-05-15,Jawa,Pertambangan,Excavator,2,1781435834,3562871668,Won (Berhasil),3562871668
TRX-21382,2021-11-06,Kalimantan,Pertambangan,Tractor Agrikultur,5,860697079,4303485395,Won (Berhasil),4303485395
TRX-21304,2022-02-25,Sumatera,Perkebunan,Forklift,4,434210256,1736841024,Won (Berhasil),1736841024
TRX-20236,2022-03-01,Jawa,Manufaktur,Forklift,1,429429309,429429309,Won (Berhasil),429429309
TRX-20551,2023-11-14,Kalimantan,Pertambangan,Forklift,4,491556732,1966226928,In Progress,0
TRX-20520,2023-11-28,Sulawesi,Logistik & Gudang,Genset (Generator Set),1,352115493,352115493,Won (Berhasil),352115493
TRX-22252,2021-04-30,Sumatera,Perkebunan,Forklift,5,284232247,1421161235,Won (Berhasil),1421161235
TRX-21232,2021-02-09,Kalimantan,Pertambangan,Forklift,1,382638814,382638814,Won (Berhasil),382638814
TRX-21138,2022-10-23,Sumatera,Manufaktur,Genset (Generator Set),1,437724366,437724366,Won (Berhasil),437724366
TRX-20720,2021-09-08,Jawa,Pertambangan,Excavator,2,2156570976,4313141952,Won (Berhasil),4313141952
TRX-20735,2021-04-28,Kalimantan,Pertambangan,Forklift,4,490567315,1962269260,Won (Berhasil),1962269260
TRX-22697,2021-12-24,Sulawesi,Perkebunan,Genset (Generator Set),3,352404643,1057213929,In Progress,0
TRX-21750,2023-01-14,Sumatera,Perkebunan,Genset (Generator Set),1,409324942,409324942,Won (Berhasil),409324942
TRX-20058,2023-11-25,Kalimantan,Konstruksi,Tractor Agrikultur,3,1153923236,3461769708,Won (Berhasil),3461769708
TRX-20631,2021-08-26,Papua,Pertambangan,Excavator,1,1883906081,1883906081,In Progress,0
TRX-21181,2022-01-15,Sulawesi,Logistik & Gudang,Excavator,2,2188894859,4377789718,Won (Berhasil),4377789718
TRX-22238,2021-04-27,Papua,Konstruksi,Excavator,2,2820915109,5641830218,Lost (Gagal),0
TRX-20592,2023-11-22,Papua,Konstruksi,Forklift,2,509580953,1019161906,In Progress,0
TRX-21303,2023-08-06,Sumatera,Perkebunan,Forklift,2,539640380,1079280760,Won (Berhasil),1079280760
TRX-21387,2022-09-18,Sumatera,Manufaktur,Tractor Agrikultur,3,878079561,2634238683,Won (Berhasil),2634238683
TRX-22659,2022-12-11,Jawa,Logistik & Gudang,Forklift,4,284244311,1136977244,Won (Berhasil),1136977244
TRX-22674,2022-10-08,Sumatera,Konstruksi,Excavator,1,2468612590,2468612590,Won (Berhasil),2468612590
TRX-22900,2022-04-21,Sulawesi,Manufaktur,Forklift,2,204661036,409322072,Won (Berhasil),409322072
TRX-20939,2023-11-17,Jawa,Logistik & Gudang,Genset (Generator Set),5,219900076,1099500380,Won (Berhasil),1099500380
TRX-22835,2021-03-22,Papua,Perkebunan,Excavator,1,2036793010,2036793010,Won (Berhasil),2036793010
TRX-21249,2023-05-30,Sulawesi,Logistik & Gudang,Excavator,2,2970309962,5940619924,In Progress,0
TRX-20904,2021-04-28,Sumatera,Pertambangan,Genset (Generator Set),2,456603673,913207346,Won (Berhasil),913207346
TRX-22586,2023-11-17,Sumatera,Manufaktur,Excavator,1,1557350838,1557350838,Won (Berhasil),1557350838
TRX-21279,2023-07-22,Kalimantan,Logistik & Gudang,Genset (Generator Set),2,159391273,318782546,Lost (Gagal),0
TRX-22439,2023-12-24,Kalimantan,Pertambangan,Genset (Generator Set),4,194844920,779379680,Lost (Gagal),0
TRX-22926,2022-01-30,Papua,Konstruksi,Excavator,2,1686692823,3373385646,Lost (Gagal),0
TRX-22161,2021-02-01,Jawa,Perkebunan,Genset (Generator Set),5,478845561,2394227805,In Progress,0
TRX-22424,2022-01-08,Sumatera,Konstruksi,Excavator,2,2344614709,4689229418,Won (Berhasil),4689229418
TRX-22503,2021-11-18,Sulawesi,Manufaktur,Forklift,3,407549723,1222649169,Lost (Gagal),0
TRX-21142,2023-12-20,Papua,Pertambangan,Tractor Agrikultur,1,1365820464,1365820464,Lost (Gagal),0
TRX-22418,2021-11-22,Sumatera,Pertambangan,Forklift,3,474068526,1422205578,Lost (Gagal),0
TRX-20706,2023-11-21,Sumatera,Perkebunan,Genset (Generator Set),4,326103433,1304413732,Won (Berhasil),1304413732
TRX-22685,2022-09-13,Jawa,Perkebunan,Excavator,1,2184060388,2184060388,Won (Berhasil),2184060388
TRX-21022,2022-12-05,Papua,Pertambangan,Forklip,2,106223605,212447210,Won (Berhasil),212447210
TRX-20745,2023-08-04,Sumatera,Perkebunan,Forklift,3,224437454,673312362,Won (Berhasil),673312362
TRX-21546,2022-12-14,Sumatera,Perkebunan,Tractor Agrikultur,5,833135812,4165679060,Lost (Gagal),0
TRX-22394,2023-11-07,Papua,Perkebunan,Tractor Agrikultur,5,907927674,4539638370,Won (Berhasil),4539638370
TRX-22080,2022-11-03,Papua,Pertambangan,Excavator,1,1727942624,1727942624,Won (Berhasil),1727942624
TRX-20513,2022-09-30,Sulawesi,Perkebunan,Genset (Generator Set),3,136486271,409458813,Won (Berhasil),409458813
TRX-20081,2022-08-20,Jawa,Perkebunan,Excavator,2,1552437301,3104874602,In Progress,0
TRX-22705,2023-08-15,Kalimantan,Konstruksi,Genset (Generator Set),4,303349509,1213398036,Won (Berhasil),1213398036
TRX-21308,2022-10-12,Papua,Pertambangan,Excavator,2,1944642631,3889285262,Won (Berhasil),3889285262
TRX-22535,2021-09-10,Sumatera,Manufaktur,Excavator,2,2685866503,5371733006,Lost (Gagal),0
TRX-20914,2021-12-20,Sumatera,Pertambangan,Genset (Generator Set),1,208137264,208137264,Lost (Gagal),0
TRX-21404,2022-02-27,Sulawesi,Logistik & Gudang,Tractor Agrikultur,4,1147730901,4590923604,Won (Berhasil),4590923604
TRX-21647,2022-03-29,Papua,Pertambangan,Forklift,5,464114268,2320571340,Lost (Gagal),0
TRX-22805,2021-01-30,Papua,Konstruksi,Genset (Generator Set),5,422204829,2111024145,Won (Berhasil),2111024145
TRX-21108,2022-03-28,Kalimantan,Konstruksi,Excavator,2,2023293791,4046587582,Won (Berhasil),4046587582
TRX-20150,2021-04-12,Papua,Konstruksi,Excavator,2,2372336437,4744672874,Lost (Gagal),0
TRX-22771,2022-02-16,Sulawesi,Manufaktur,Genset (Generator Set),2,210980640,421961280,In Progress,0
TRX-20774,2022-11-22,Kalimantan,Konstruksi,Excavator,1,1731614410,1731614410,Won (Berhasil),1731614410
TRX-20329,2023-06-09,Sulawesi,Pertambangan,Forklift,3,344074534,1032223602,Won (Berhasil),1032223602
TRX-20006,2022-02-13,Papua,Perkebunan,Tractor Agrikultur,3,980852445,2942557335,Lost (Gagal),0
TRX-20943,2023-12-31,Jawa,Pertambangan,Tractor Agrikultur,2,1023271335,2046542670,Lost (Gagal),0
TRX-20822,2023-03-30,Kalimantan,Perkebunan,Forklift,3,372826810,1118480430,Lost (Gagal),0
TRX-20734,2023-07-14,Papua,Pertambangan,Genset (Generator Set),3,162593751,487781253,Lost (Gagal),0
TRX-20909,2023-02-01,Papua,Pertambangan,Tractor Agrikultur,2,916286762,1832573524,Won (Berhasil),1832573524
TRX-20468,2022-10-05,Sulawesi,Logistik & Gudang,Genset (Generator Set),4,452078931,1808315724,Won (Berhasil),1808315724
TRX-20181,2021-02-12,Sulawesi,Pertambangan,Forklift,3,405659694,1216979082,Won (Berhasil),1216979082
TRX-20164,2023-02-20,Kalimantan,Logistik & Gudang,Excavator,1,1764411140,1764411140,Won (Berhasil),1764411140
TRX-21523,2023-10-04,Papua,Manufaktur,Tractor Agrikultur,1,969186598,969186598,Lost (Gagal),0
TRX-20451,2022-04-25,Sulawesi,Pertambangan,Tractor Agrikultur,3,1174744243,3524232729,Won (Berhasil),3524232729
TRX-20490,2022-01-03,Kalimantan,Pertambangan,Genset (Generator Set),2,407198635,814397270,Won (Berhasil),814397270
TRX-20813,2022-07-02,Jawa,Pertambangan,Forklift,4,242489014,969956056,Won (Berhasil),969956056
TRX-21143,2022-08-23,Jawa,Konstruksi,Forklift,3,567698762,1703096286,In Progress,0
TRX-21311,2022-06-12,Papua,Manufaktur,Excavator,2,1714208111,3428416222,Won (Berhasil),3428416222
TRX-22897,2021-01-12,Sulawesi,,Excavator,2,2899986209,5799972418,Won (Berhasil),5799972418
TRX-21111,2023-02-07,Kalimantan,,Forklift,3,372277781,1116833343,Lost (Gagal),0
TRX-22901,2023-02-07,Sulawesi,Konstruksi,Excavator,2,1823802459,3647604918,Won (Berhasil),3647604918
TRX-21826,2022-08-15,Sulawesi,Pertambangan,Forklift,1,402581175,402581175,Won (Berhasil),402581175
TRX-21441,2023-01-31,Sulawesi,Perkebunan,Tractor Agrikultur,5,1445106022,7225530110,Won (Berhasil),7225530110
TRX-22713,2021-07-16,Jawa,Perkebunan,Tractor Agrikultur,2,1027374945,2054749890,Won (Berhasil),2054749890
TRX-21006,2022-10-02,Kalimantan,Pertambangan,Genset (Generator Set),5,392654302,1963271510,Lost (Gagal),0
TRX-21627,2022-03-18,Papua,Pertambangan,Tractor Agrikultur,1,1237477217,1237477217,In Progress,0
TRX-21632,2021-09-26,Sumatera,Pertambangan,Tractor Agrikultur,1,1134053376,1134053376,Lost (Gagal),0
TRX-21074,2022-10-02,Papua,Pertambangan,Genset (Generator Set),1,386613381,386613381,Lost (Gagal),0
TRX-20578,2023-09-26,Jawa,Perkebunan,Forklift,1,550195415,550195415,Won (Berhasil),550195415
TRX-22136,2022-08-25,Sulawesi,Konstruksi,Ekskavator,2,214016333,428032666,Won (Berhasil),428032666
TRX-22382,2023-12-27,Papua,Pertambangan,Excavator,2,2319543068,4639086136,Won (Berhasil),4639086136
TRX-22701,2021-12-22,Jawa,Perkebunan,Excavator,1,2557303402,2557303402,Lost (Gagal),0
TRX-22339,2022-09-20,Kalimantan,Pertambangan,Excavator,2,2615482990,5230965980,Won (Berhasil),5230965980
TRX-20327,2023-12-03,Kalimantan,Konstruksi,Genset (Generator Set),1,478642639,478642639,Won (Berhasil),478642639
TRX-21790,2022-10-29,Sumatera,Perkebunan,Excavator,2,1862328475,3724656950,Lost (Gagal),0
TRX-20442,2023-05-16,Sulawesi,Manufaktur,Excavator,1,2457953308,2457953308,Lost (Gagal),0
TRX-21858,2024-01-01,Sumatera,Logistik & Gudang,Tractor Agrikultur,5,820722466,4103612330,Won (Berhasil),4103612330
TRX-22717,2023-08-19,Sumatera,Perkebunan,Genset (Generator Set),2,208095877,416191754,Won (Berhasil),416191754
TRX-20312,2021-08-02,Kalimantan,Manufaktur,Excavator,2,1574851967,3149703934,Won (Berhasil),3149703934
TRX-20832,2023-08-16,Sulawesi,Perkebunan,Forklift,5,323439208,1617196040,Won (Berhasil),1617196040
TRX-22411,2022-06-06,Papua,Pertambangan,Excavator,1,2897342542,2897342542,Lost (Gagal),0
TRX-22138,2023-01-05,Sulawesi,Konstruksi,Forklift,2,514421168,1028842336,Won (Berhasil),1028842336
TRX-21414,2022-09-27,Papua,Perkebunan,Forklift,3,281315977,843947931,Lost (Gagal),0
TRX-21201,2022-11-13,Jawa,Pertambangan,Tractor Agrikultur,3,1437004557,4311013671,Won (Berhasil),4311013671
TRX-22351,2021-02-10,Sulawesi,Manufaktur,Forklift,2,201889433,403778866,Won (Berhasil),403778866
TRX-21499,2021-11-08,Sumatera,Perkebunan,Genset (Generator Set),2,214950136,429900272,Won (Berhasil),429900272
TRX-21967,2022-05-08,Papua,Pertambangan,Forklift,4,202676638,810706552,Lost (Gagal),0
TRX-20086,2021-02-23,Kalimantan,Konstruksi,Excavator,2,2251777622,4503555244,Won (Berhasil),4503555244
TRX-21403,2023-11-22,Jawa,Konstruksi,Genset (Generator Set),5,396889689,1984448445,Won (Berhasil),1984448445
TRX-22973,2022-09-02,Papua,Perkebunan,Genset (Generator Set),4,246247715,984990860,Won (Berhasil),984990860
